time,LA Lakers,pts.away,score,pts.home,Cleveland
5:49.0,Offensive rebound by Team,,9-20,,
5:49.0,D. Russell enters the game for J. Clarkson,,9-20,,
5:49.0,R. Hibbert makes free throw 2 of 2,1,10-20,,
5:33.0,,,10-23,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
5:17.0,J. Randle makes 2-pt shot at rim (assist by D. Russell),2,12-23,,
5:02.0,,,12-23,,K. Irving misses 3-pt shot from 26 ft
5:01.0,,,12-23,,Offensive rebound by T. Thompson
4:53.0,,,12-25,2,K. Irving makes 2-pt shot at rim
4:37.0,R. Hibbert misses 2-pt shot from 7 ft,,12-25,,
4:37.0,,,12-25,,Defensive rebound by Team
4:37.0,Loose ball foul by J. Randle (drawn by T. Thompson),,12-25,,
4:37.0,B. Bass enters the game for R. Hibbert,,12-25,,
4:25.0,,,12-25,,Shooting foul by B. Bass (drawn by T. Thompson)
4:25.0,,,12-26,1,T. Thompson makes free throw 1 of 2
4:25.0,,,12-27,1,T. Thompson makes free throw 2 of 2
4:10.0,J. Randle misses 2-pt shot from 19 ft,,12-27,,
4:10.0,,,12-27,,Defensive rebound by T. Thompson
3:59.0,,,12-29,2,L. James makes 2-pt shot from 1 ft
3:50.0,K. Bryant makes 3-pt shot from 24 ft (assist by D. Russell),3,15-29,,
3:42.0,,,15-29,,L. James misses 2-pt shot from 16 ft
3:41.0,Defensive rebound by J. Randle,,15-29,,
3:35.0,J. Randle makes 2-pt shot at rim,2,17-29,,
3:34.0,,,17-29,,Cleveland full timeout
3:34.0,M. World Peace enters the game for K. Bryant,,17-29,,
3:34.0,T. Black enters the game for J. Randle,,17-29,,
3:34.0,,,17-29,,A. Varejao enters the game for K. Love
3:20.0,,,17-29,,J. Smith misses 3-pt shot from 24 ft
3:20.0,Defensive rebound by M. World Peace,,17-29,,
3:08.0,Shooting foul by K. Irving (drawn by L. Williams),,17-29,,
3:08.0,L. Williams makes free throw 1 of 3,1,18-29,,
3:08.0,L. Williams makes free throw 2 of 3,1,19-29,,
3:08.0,,,19-29,,M. Williams enters the game for K. Irving
3:08.0,L. Williams makes free throw 3 of 3,1,20-29,,
2:51.0,,,20-29,,M. Williams misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by T. Black,,20-29,,
2:45.0,Shooting foul by A. Varejao (drawn by B. Bass),,20-29,,
2:45.0,B. Bass makes free throw 1 of 2,1,21-29,,
2:45.0,,,21-29,,I. Shumpert enters the game for J. Smith
2:45.0,B. Bass makes free throw 2 of 2,1,22-29,,
2:28.0,,,22-29,,I. Shumpert misses 3-pt shot from 26 ft
2:28.0,,,22-29,,Offensive rebound by T. Thompson
2:10.0,,,22-31,2,L. James makes 2-pt shot from 22 ft
1:59.0,L. Williams misses 2-pt shot from 15 ft,,22-31,,
1:57.0,,,22-31,,Defensive rebound by T. Thompson
1:42.0,,,22-31,,L. James misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by B. Bass,,22-31,,
1:28.0,M. World Peace misses 3-pt shot from 26 ft,,22-31,,
1:27.0,,,22-31,,Defensive rebound by Team
1:07.0,,,22-33,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
0:59.0,L. Williams makes 2-pt shot from 16 ft (assist by B. Bass),2,24-33,,
0:59.0,Shooting foul by I. Shumpert (drawn by L. Williams),,24-33,,
0:59.0,,,24-33,,T. Mozgov enters the game for T. Thompson
0:59.0,L. Williams makes free throw 1 of 1,1,25-33,,
0:44.0,,,25-33,,M. Williams misses 2-pt shot from 16 ft (block by T. Black)
0:41.0,Defensive rebound by B. Bass,,25-33,,
0:35.0,M. World Peace misses 3-pt shot from 25 ft,,25-33,,
0:34.0,,,25-33,,Defensive rebound by L. James
0:12.0,,,25-35,2,I. Shumpert makes 2-pt shot from 18 ft
0:02.0,D. Russell misses 2-pt shot from 22 ft,,25-35,,
0:01.0,,,25-35,,Defensive rebound by T. Mozgov
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,M. World Peace misses 3-pt shot from 23 ft,,25-35,,
11:40.0,,,25-35,,Defensive rebound by I. Shumpert
11:19.0,Personal foul by M. World Peace (drawn by T. Mozgov),,25-35,,
11:13.0,,,25-35,,M. Williams misses 3-pt shot from 24 ft
11:12.0,Defensive rebound by J. Clarkson,,25-35,,
10:54.0,J. Clarkson makes 2-pt shot at rim (assist by D. Russell),2,27-35,,
10:41.0,Personal foul by T. Black (drawn by T. Mozgov),,27-35,,
10:41.0,K. Bryant enters the game for M. World Peace,,27-35,,
10:31.0,,,27-38,3,R. Jefferson makes 3-pt shot from 23 ft (assist by K. Love)
10:16.0,K. Bryant misses 2-pt shot from 13 ft,,27-38,,
10:15.0,Offensive rebound by T. Black,,27-38,,
10:15.0,,,27-38,,K. Irving enters the game for M. Williams
9:55.0,Turnover by D. Russell (bad pass; steal by T. Mozgov),,27-38,,
9:49.0,,,27-38,,Turnover by I. Shumpert (bad pass; steal by K. Bryant)
9:40.0,D. Russell makes 3-pt shot from 23 ft (assist by J. Clarkson),3,30-38,,
9:20.0,,,30-38,,I. Shumpert misses 2-pt shot from 18 ft
9:19.0,Defensive rebound by K. Bryant,,30-38,,
9:07.0,D. Russell makes 3-pt shot from 26 ft (assist by J. Clarkson),3,33-38,,
8:51.0,,,33-40,2,K. Irving makes 2-pt shot from 15 ft
8:33.0,J. Clarkson misses 2-pt shot from 14 ft,,33-40,,
8:33.0,,,33-40,,Defensive rebound by T. Mozgov
8:18.0,Official timeout,,33-40,,
8:18.0,J. Randle enters the game for T. Black,,33-40,,
8:14.0,,,33-40,,K. Love misses 2-pt shot from 6 ft (block by B. Bass)
8:12.0,,,33-40,,Offensive rebound by T. Mozgov
8:06.0,,,33-42,2,K. Irving makes 2-pt shot from 4 ft
7:56.0,K. Bryant misses 2-pt shot from 12 ft,,33-42,,
7:55.0,Offensive rebound by B. Bass,,33-42,,
7:51.0,K. Bryant misses 2-pt shot from 9 ft,,33-42,,
7:51.0,,,33-42,,Defensive rebound by K. Love
7:42.0,,,33-42,,K. Irving misses 2-pt shot from 15 ft
7:41.0,Defensive rebound by K. Bryant,,33-42,,
7:34.0,D. Russell makes 3-pt shot from 25 ft (assist by K. Bryant),3,36-42,,
7:20.0,,,36-42,,Shooting foul by J. Randle (drawn by K. Love)
7:20.0,,,36-43,1,K. Love makes free throw 1 of 2
7:20.0,M. World Peace enters the game for K. Bryant,,36-43,,
7:20.0,,,36-43,,J. Smith enters the game for I. Shumpert
7:20.0,,,36-44,1,K. Love makes free throw 2 of 2
7:04.0,D. Russell misses 3-pt shot from 24 ft,,36-44,,
7:04.0,Offensive rebound by B. Bass,,36-44,,
6:48.0,B. Bass misses 2-pt shot from 15 ft,,36-44,,
6:47.0,,,36-44,,Defensive rebound by K. Love
6:39.0,,,36-44,,K. Love misses 3-pt shot from 26 ft
6:38.0,Defensive rebound by J. Randle,,36-44,,
6:26.0,M. World Peace misses 3-pt shot from 24 ft,,36-44,,
6:25.0,,,36-44,,Defensive rebound by T. Mozgov
6:00.0,,,36-46,2,K. Irving makes 2-pt shot at rim
5:41.0,J. Clarkson misses 2-pt shot from 16 ft,,36-46,,
5:39.0,,,36-46,,Defensive rebound by K. Irving
5:36.0,,,36-46,,Shooting foul by M. World Peace (drawn by K. Irving)
5:36.0,,,36-46,,Cleveland full timeout
5:36.0,,,36-46,,L. James enters the game for R. Jefferson
5:36.0,,,36-46,,K. Irving misses free throw 1 of 2
5:36.0,,,36-46,,Offensive rebound by Team
5:36.0,,,36-46,,K. Irving misses free throw 2 of 2
5:35.0,Defensive rebound by J. Randle,,36-46,,
5:15.0,Turnover by D. Russell (bad pass; steal by K. Love),,36-46,,
4:58.0,,,36-46,,J. Smith misses 3-pt shot from 26 ft
4:58.0,Defensive rebound by J. Clarkson,,36-46,,
4:51.0,J. Clarkson makes 2-pt shot from 6 ft,2,38-46,,
4:43.0,Personal foul by M. World Peace (drawn by L. James),,38-46,,
4:43.0,L. Williams enters the game for D. Russell,,38-46,,
4:43.0,,,38-46,,L. James misses free throw 1 of 2
4:43.0,,,38-46,,Offensive rebound by Team
4:43.0,,,38-46,,T. Thompson enters the game for T. Mozgov
4:43.0,,,38-46,,L. James misses free throw 2 of 2
4:42.0,Defensive rebound by J. Randle,,38-46,,
4:23.0,B. Bass makes 2-pt shot from 16 ft (assist by L. Williams),2,40-46,,
4:00.0,,,40-49,3,K. Irving makes 3-pt shot from 24 ft
3:46.0,J. Clarkson misses 2-pt shot from 6 ft,,40-49,,
3:46.0,Offensive rebound by Team,,40-49,,
3:46.0,,,40-49,,Loose ball foul by L. James (drawn by B. Bass)
3:46.0,K. Bryant enters the game for M. World Peace,,40-49,,
3:28.0,K. Bryant misses 3-pt shot from 25 ft,,40-49,,
3:27.0,,,40-49,,Defensive rebound by K. Love
3:22.0,,,40-51,2,L. James makes 2-pt shot at rim (assist by K. Love)
3:14.0,Turnover by K. Bryant (bad pass),,40-51,,
2:56.0,,,40-51,,K. Love misses 2-pt shot at rim
2:52.0,Defensive rebound by K. Bryant,,40-51,,
2:48.0,Shooting foul by K. Love (drawn by B. Bass),,40-51,,
2:48.0,B. Bass makes 2-pt shot at rim (assist by J. Clarkson),2,42-51,,
2:48.0,LA Lakers full timeout,,42-51,,
2:48.0,B. Bass makes free throw 1 of 1,1,43-51,,
2:29.0,,,43-53,2,K. Irving makes 2-pt shot from 14 ft (assist by L. James)
2:13.0,L. Williams misses 3-pt shot from 24 ft,,43-53,,
2:12.0,,,43-53,,Defensive rebound by T. Thompson
1:57.0,,,43-55,2,L. James makes 2-pt shot at rim (assist by K. Irving)
1:39.0,L. Williams makes 2-pt shot from 21 ft,2,45-55,,
1:26.0,,,45-55,,K. Irving misses 2-pt shot from 9 ft
1:24.0,,,45-55,,Offensive rebound by K. Irving
1:17.0,,,45-58,3,K. Love makes 3-pt shot from 25 ft (assist by J. Smith)
1:10.0,Shooting foul by K. Irving (drawn by J. Randle),,45-58,,
1:10.0,J. Randle makes free throw 1 of 2,1,46-58,,
1:10.0,,,46-58,,I. Shumpert enters the game for K. Irving
1:10.0,J. Randle makes free throw 2 of 2,1,47-58,,
0:47.0,,,47-58,,K. Love misses 2-pt shot from 11 ft
0:47.0,,,47-58,,Offensive rebound by T. Thompson
0:47.0,,,47-60,2,T. Thompson makes 2-pt shot at rim
0:47.0,,,47-60,,Shooting foul by B. Bass (drawn by T. Thompson)
0:47.0,,,47-60,,A. Varejao enters the game for K. Love
0:47.0,,,47-61,1,T. Thompson makes free throw 1 of 1
0:41.0,L. Williams misses 2-pt shot from 20 ft,,47-61,,
0:41.0,,,47-61,,Defensive rebound by Team
0:25.0,,,47-61,,L. James misses 2-pt shot from 18 ft
0:24.0,Defensive rebound by K. Bryant,,47-61,,
0:18.0,B. Bass misses 2-pt shot from 2 ft,,47-61,,
0:17.0,,,47-61,,Defensive rebound by A. Varejao
0:00.0,,,47-64,3,L. James makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,J. Randle misses 2-pt shot from 15 ft,,47-64,,
11:46.0,,,47-64,,Defensive rebound by L. James
11:43.0,,,47-64,,Shooting foul by K. Bryant (drawn by L. James)
11:43.0,,,47-65,1,L. James makes free throw 1 of 2
11:43.0,,,47-66,1,L. James makes free throw 2 of 2
11:21.0,K. Bryant makes 3-pt shot from 25 ft (assist by J. Clarkson),3,50-66,,
11:09.0,,,50-68,2,A. Varejao makes 2-pt shot from 15 ft (assist by K. Irving)
10:52.0,J. Clarkson makes 2-pt shot from 1 ft,2,52-68,,
10:43.0,,,52-68,,Turnover by K. Irving (lost ball; steal by J. Clarkson)
10:42.0,,,52-68,,Personal foul by K. Irving (drawn by J. Clarkson)
10:37.0,Offensive foul by R. Hibbert,,52-68,,
10:37.0,Turnover by R. Hibbert (offensive foul),,52-68,,
10:19.0,,,52-68,,J. Smith misses 2-pt shot from 15 ft
10:19.0,Defensive rebound by K. Bryant,,52-68,,
10:03.0,J. Clarkson makes 2-pt shot at rim,2,54-68,,
10:03.0,Shooting foul by A. Varejao (drawn by J. Clarkson),,54-68,,
10:03.0,J. Clarkson makes free throw 1 of 1,1,55-68,,
9:50.0,,,55-68,,K. Irving misses 2-pt shot from 17 ft
9:49.0,Defensive rebound by Team,,55-68,,
9:34.0,R. Hibbert makes 2-pt shot from 5 ft (assist by J. Clarkson),2,57-68,,
9:15.0,,,57-71,3,K. Irving makes 3-pt shot from 26 ft
9:02.0,J. Clarkson makes 2-pt shot from 6 ft,2,59-71,,
8:44.0,,,59-71,,A. Varejao misses 2-pt shot from 8 ft
8:43.0,Defensive rebound by J. Randle,,59-71,,
8:30.0,K. Bryant misses 2-pt shot from 6 ft,,59-71,,
8:29.0,,,59-71,,Defensive rebound by A. Varejao
8:22.0,,,59-71,,J. Smith misses 3-pt shot from 25 ft
8:22.0,Defensive rebound by J. Clarkson,,59-71,,
8:21.0,Turnover by J. Clarkson (palming),,59-71,,
8:21.0,,,59-71,,Cleveland full timeout
8:08.0,,,59-71,,A. Varejao misses 2-pt shot from 13 ft
8:07.0,,,59-71,,Offensive rebound by T. Thompson
8:05.0,,,59-74,3,K. Irving makes 3-pt shot from 24 ft (assist by T. Thompson)
7:51.0,,,59-74,,Personal foul by T. Thompson (drawn by J. Randle)
7:44.0,Turnover by K. Bryant (bad pass; steal by K. Irving),,59-74,,
7:39.0,,,59-76,2,K. Irving makes 2-pt shot from 2 ft
7:26.0,L. Williams makes 3-pt shot from 24 ft,3,62-76,,
7:13.0,,,62-76,,K. Irving misses 3-pt shot from 24 ft (block by L. Williams)
7:12.0,Defensive rebound by J. Randle,,62-76,,
6:52.0,J. Randle misses 2-pt shot from 8 ft (block by T. Thompson),,62-76,,
6:51.0,Offensive rebound by J. Clarkson,,62-76,,
6:48.0,J. Clarkson misses 2-pt shot from 8 ft,,62-76,,
6:47.0,,,62-76,,Defensive rebound by A. Varejao
6:39.0,,,62-76,,L. James misses 2-pt shot from 13 ft
6:39.0,,,62-76,,Offensive rebound by A. Varejao
6:32.0,,,62-76,,A. Varejao misses 2-pt shot from 6 ft
6:28.0,,,62-76,,Offensive rebound by T. Thompson
6:28.0,,,62-78,2,T. Thompson makes 2-pt shot at rim
6:18.0,Offensive charge foul by J. Clarkson,,62-78,,
6:18.0,Turnover by J. Clarkson (offensive foul),,62-78,,
5:53.0,,,62-78,,L. James misses 2-pt shot from 13 ft
5:51.0,,,62-78,,Offensive rebound by A. Varejao
5:51.0,,,62-78,,A. Varejao misses 2-pt shot at rim
5:50.0,,,62-78,,Offensive rebound by A. Varejao
5:50.0,,,62-80,2,A. Varejao makes 2-pt shot at rim
5:40.0,Turnover by K. Bryant (bad pass; steal by L. James),,62-80,,
5:37.0,,,62-82,2,L. James makes 2-pt shot from 1 ft
5:37.0,,,62-82,,Shooting foul by J. Randle (drawn by L. James)
5:37.0,LA Lakers full timeout,,62-82,,
5:37.0,D. Russell enters the game for J. Clarkson,,62-82,,
5:37.0,,,62-82,,L. James misses free throw 1 of 1
5:35.0,Defensive rebound by J. Randle,,62-82,,
5:22.0,K. Bryant misses 2-pt shot from 18 ft,,62-82,,
5:20.0,Offensive rebound by R. Hibbert,,62-82,,
5:20.0,R. Hibbert makes 2-pt shot at rim,2,64-82,,
5:06.0,,,64-82,,J. Smith misses 3-pt shot from 25 ft
5:06.0,,,64-82,,Offensive rebound by Team
4:59.0,,,64-82,,Shooting foul by R. Hibbert (drawn by A. Varejao)
4:59.0,,,64-83,1,A. Varejao makes free throw 1 of 2
4:59.0,,,64-84,1,A. Varejao makes free throw 2 of 2
4:36.0,D. Russell makes 2-pt shot from 9 ft,2,66-84,,
4:17.0,,,66-84,,A. Varejao misses 2-pt shot from 2 ft
4:16.0,,,66-84,,Offensive rebound by T. Thompson
4:12.0,,,66-86,2,K. Irving makes 2-pt shot from 1 ft (assist by T. Thompson)
4:02.0,,,66-86,,Personal foul by K. Irving (drawn by D. Russell)
4:02.0,M. World Peace enters the game for K. Bryant,,66-86,,
4:02.0,,,66-86,,T. Mozgov enters the game for A. Varejao
4:02.0,,,66-86,,M. Williams enters the game for K. Irving
3:52.0,M. World Peace misses 3-pt shot from 23 ft,,66-86,,
3:52.0,Offensive rebound by D. Russell,,66-86,,
3:32.0,M. World Peace misses 2-pt shot from 6 ft,,66-86,,
3:32.0,Offensive rebound by J. Randle,,66-86,,
3:30.0,J. Randle misses 2-pt shot from 2 ft,,66-86,,
3:28.0,Offensive rebound by M. World Peace,,66-86,,
3:28.0,Shooting foul by T. Thompson (drawn by M. World Peace),,66-86,,
3:28.0,M. World Peace misses free throw 1 of 2,,66-86,,
3:28.0,Offensive rebound by Team,,66-86,,
3:28.0,,,66-86,,I. Shumpert enters the game for J. Smith
3:28.0,M. World Peace misses free throw 2 of 2,,66-86,,
3:27.0,,,66-86,,Defensive rebound by I. Shumpert
3:01.0,,,66-88,2,L. James makes 2-pt shot from 1 ft (assist by T. Thompson)
2:44.0,M. World Peace misses 2-pt shot at rim,,66-88,,
2:44.0,,,66-88,,Defensive rebound by T. Thompson
2:35.0,,,66-88,,Turnover by L. James (bad pass; steal by D. Russell)
2:29.0,,,66-88,,Personal foul by I. Shumpert (drawn by J. Randle)
2:29.0,LA Lakers full timeout,,66-88,,
2:29.0,J. Clarkson enters the game for R. Hibbert,,66-88,,
2:29.0,B. Bass enters the game for D. Russell,,66-88,,
2:29.0,J. Randle misses free throw 1 of 2,,66-88,,
2:29.0,Offensive rebound by Team,,66-88,,
2:29.0,J. Randle makes free throw 2 of 2,1,67-88,,
2:07.0,,,67-88,,L. James misses 3-pt shot from 22 ft
2:07.0,Defensive rebound by L. Williams,,67-88,,
2:04.0,Shooting foul by I. Shumpert (drawn by L. Williams),,67-88,,
2:04.0,L. Williams misses free throw 1 of 2,,67-88,,
2:04.0,Offensive rebound by Team,,67-88,,
2:04.0,T. Black enters the game for J. Randle,,67-88,,
2:04.0,L. Williams makes free throw 2 of 2,1,68-88,,
1:52.0,,,68-88,,I. Shumpert misses 3-pt shot from 23 ft
1:52.0,,,68-88,,Offensive rebound by Team
1:52.0,Loose ball foul by T. Black (drawn by T. Thompson),,68-88,,
1:48.0,,,68-88,,M. Williams misses 3-pt shot from 23 ft
1:48.0,Defensive rebound by Team,,68-88,,
1:37.0,L. Williams makes 3-pt shot from 26 ft (assist by J. Clarkson),3,71-88,,
1:19.0,,,71-91,3,L. James makes 3-pt shot from 25 ft (assist by T. Thompson)
1:05.0,L. Williams misses 3-pt shot from 26 ft,,71-91,,
1:04.0,,,71-91,,Defensive rebound by T. Thompson
0:42.0,,,71-91,,L. James misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by J. Clarkson,,71-91,,
0:35.0,J. Clarkson makes 3-pt shot from 26 ft,3,74-91,,
0:18.0,,,74-93,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
0:02.0,L. Williams misses 2-pt shot from 16 ft,,74-93,,
0:01.0,Offensive rebound by T. Black,,74-93,,
0:01.0,T. Black misses 2-pt shot from 3 ft,,74-93,,
0:00.0,,,74-93,,Defensive rebound by T. Mozgov
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by T. Black (drawn by T. Mozgov),,74-93,,
11:39.0,,,74-95,2,T. Mozgov makes 2-pt shot from 18 ft (assist by K. Irving)
11:17.0,B. Bass misses 2-pt shot from 9 ft,,74-95,,
11:16.0,Offensive rebound by L. Williams,,74-95,,
11:10.0,L. Williams makes 3-pt shot from 23 ft,3,77-95,,
10:56.0,,,77-95,,Shooting foul by T. Black (drawn by T. Mozgov)
10:56.0,,,77-95,,T. Mozgov misses free throw 1 of 2
10:56.0,,,77-95,,Offensive rebound by Team
10:56.0,,,77-95,,A. Varejao enters the game for T. Thompson
10:56.0,,,77-95,,T. Mozgov misses free throw 2 of 2
10:55.0,Defensive rebound by B. Bass,,77-95,,
10:38.0,L. Williams makes 2-pt shot from 16 ft,2,79-95,,
10:38.0,Shooting foul by A. Varejao (drawn by L. Williams),,79-95,,
10:38.0,L. Williams makes free throw 1 of 1,1,80-95,,
10:25.0,,,80-95,,K. Irving misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by M. World Peace,,80-95,,
10:14.0,T. Black makes 2-pt shot at rim (assist by L. Williams),2,82-95,,
10:14.0,,,82-95,,Cleveland full timeout
10:14.0,K. Bryant enters the game for M. World Peace,,82-95,,
10:03.0,,,82-98,3,R. Jefferson makes 3-pt shot from 24 ft (assist by K. Irving)
9:51.0,Turnover by D. Russell (bad pass; steal by I. Shumpert),,82-98,,
9:25.0,,,82-100,2,T. Mozgov makes 2-pt shot at rim (assist by K. Irving)
9:01.0,D. Russell makes 2-pt shot from 19 ft,2,84-100,,
8:44.0,,,84-100,,R. Jefferson misses 3-pt shot from 25 ft
8:44.0,Defensive rebound by B. Bass,,84-100,,
8:44.0,,,84-100,,Personal foul by A. Varejao (drawn by B. Bass)
8:44.0,J. Clarkson enters the game for L. Williams,,84-100,,
8:31.0,K. Bryant misses 2-pt shot from 23 ft,,84-100,,
8:30.0,,,84-100,,Defensive rebound by K. Irving
8:24.0,,,84-100,,K. Irving misses 2-pt shot from 5 ft
8:22.0,Defensive rebound by B. Bass,,84-100,,
8:13.0,D. Russell misses 2-pt shot from 17 ft,,84-100,,
8:12.0,,,84-100,,Defensive rebound by I. Shumpert
8:12.0,,,84-100,,Turnover by I. Shumpert (step out of bounds)
7:46.0,T. Black makes 2-pt shot from 3 ft (assist by K. Bryant),2,86-100,,
7:45.0,,,86-100,,Cleveland full timeout
7:41.0,,,86-100,,L. James enters the game for K. Irving
7:41.0,,,86-100,,J. Smith enters the game for R. Jefferson
7:31.0,,,86-102,2,T. Mozgov makes 2-pt shot from 9 ft
7:14.0,D. Russell misses 2-pt shot from 14 ft,,86-102,,
7:14.0,,,86-102,,Defensive rebound by I. Shumpert
6:56.0,,,86-102,,J. Smith misses 2-pt shot from 9 ft
6:55.0,Defensive rebound by J. Clarkson,,86-102,,
6:46.0,D. Russell misses 2-pt shot from 3 ft,,86-102,,
6:44.0,,,86-102,,Defensive rebound by L. James
6:35.0,,,86-104,2,I. Shumpert makes 2-pt shot from 16 ft (assist by L. James)
6:19.0,Shooting foul by T. Mozgov (drawn by J. Clarkson),,86-104,,
6:19.0,J. Clarkson makes free throw 1 of 2,1,87-104,,
6:19.0,J. Clarkson makes free throw 2 of 2,1,88-104,,
6:08.0,,,88-104,,Turnover by A. Varejao (bad pass; steal by T. Black)
6:00.0,J. Clarkson makes 3-pt shot from 23 ft (assist by K. Bryant),3,91-104,,
5:43.0,,,91-104,,I. Shumpert misses 2-pt shot from 2 ft
5:42.0,Defensive rebound by T. Black,,91-104,,
5:36.0,Shooting foul by I. Shumpert (drawn by K. Bryant),,91-104,,
5:36.0,K. Bryant makes 3-pt shot from 24 ft,3,94-104,,
5:36.0,Official timeout,,94-104,,
5:36.0,,,94-104,,K. Irving enters the game for I. Shumpert
5:36.0,,,94-104,,T. Thompson enters the game for T. Mozgov
5:36.0,K. Bryant makes free throw 1 of 1,1,95-104,,
5:15.0,,,95-106,2,A. Varejao makes 2-pt shot from 1 ft (assist by L. James)
5:01.0,Turnover by D. Russell (bad pass; steal by K. Irving),,95-106,,
4:43.0,,,95-106,,Turnover by A. Varejao (lost ball; steal by D. Russell)
4:40.0,Shooting foul by J. Smith (drawn by D. Russell),,95-106,,
4:40.0,D. Russell makes free throw 1 of 2,1,96-106,,
4:40.0,,,96-106,,R. Jefferson enters the game for A. Varejao
4:40.0,D. Russell makes free throw 2 of 2,1,97-106,,
4:23.0,,,97-106,,K. Irving misses 2-pt shot from 12 ft
4:21.0,Defensive rebound by T. Black,,97-106,,
4:06.0,K. Bryant misses 3-pt shot from 28 ft,,97-106,,
4:06.0,,,97-106,,Defensive rebound by R. Jefferson
3:53.0,,,97-108,2,K. Irving makes 2-pt shot from 16 ft
3:34.0,Shooting foul by K. Irving (drawn by K. Bryant),,97-108,,
3:34.0,K. Bryant makes free throw 1 of 3,1,98-108,,
3:34.0,K. Bryant makes free throw 2 of 3,1,99-108,,
3:34.0,L. Williams enters the game for T. Black,,99-108,,
3:34.0,K. Bryant makes free throw 3 of 3,1,100-108,,
3:32.0,Personal foul by K. Bryant (drawn by L. James),,100-108,,
3:14.0,,,100-111,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
2:49.0,J. Clarkson misses 3-pt shot from 26 ft,,100-111,,
2:49.0,,,100-111,,Defensive rebound by L. James
