time,Portland,pts.away,score,pts.home,LA Clippers
6:42.0,,,98-84,,D. Jordan enters the game for S. Dekker
6:42.0,D. Lillard enters the game for C. McCollum,,98-84,,
6:27.0,,,98-84,,Turnover by T. Wallace (bad pass; steal by J. Nurkic)
6:17.0,Shooting foul by T. Wallace (drawn by D. Lillard),,98-84,,
6:17.0,D. Lillard makes free throw 1 of 2,1,99-84,,
6:17.0,D. Lillard makes free throw 2 of 2,1,100-84,,
6:11.0,Personal block foul by E. Turner (drawn by M. Teodosic),,100-84,,
6:11.0,,,100-84,,D. Gallinari enters the game for M. Harrell
6:05.0,,,100-86,2,M. Teodosic makes 2-pt shot from 15 ft
5:47.0,E. Turner misses 2-pt shot from 13 ft,,100-86,,
5:44.0,,,100-86,,Defensive rebound by M. Teodosic
5:42.0,,,100-86,,Shooting foul by P. Connaughton (drawn by T. Wallace)
5:42.0,,,100-86,,T. Wallace misses free throw 1 of 2
5:42.0,,,100-86,,Offensive rebound by Team
5:42.0,,,100-87,1,T. Wallace makes free throw 2 of 2
5:19.0,A. Aminu misses 2-pt shot from 21 ft,,100-87,,
5:16.0,,,100-87,,Defensive rebound by Team
5:04.0,,,100-87,,M. Teodosic misses 3-pt shot from 28 ft
5:04.0,Defensive rebound by Team,,100-87,,
4:49.0,P. Connaughton misses 2-pt shot from 4 ft,,100-87,,
4:46.0,,,100-87,,Defensive rebound by D. Jordan
4:44.0,,,100-87,,L. Williams misses 3-pt shot from 24 ft
4:44.0,Defensive rebound by E. Turner,,100-87,,
4:23.0,A. Aminu misses 3-pt shot from 26 ft,,100-87,,
4:20.0,,,100-87,,Defensive rebound by M. Teodosic
4:14.0,,,100-87,,M. Teodosic misses 3-pt shot from 26 ft
4:13.0,Defensive rebound by J. Nurkic,,100-87,,
3:50.0,E. Turner misses 2-pt shot from 18 ft,,100-87,,
3:47.0,,,100-87,,Defensive rebound by D. Jordan
3:44.0,,,100-89,2,D. Gallinari makes 2-pt shot from 2 ft (assist by L. Williams)
3:34.0,Portland full timeout,,100-89,,
3:34.0,C. McCollum enters the game for P. Connaughton,,100-89,,
3:23.0,D. Lillard misses 2-pt shot from 19 ft,,100-89,,
3:20.0,,,100-89,,Defensive rebound by D. Jordan
3:16.0,,,100-91,2,L. Williams makes 2-pt shot from 2 ft
2:53.0,A. Aminu misses 2-pt shot from 5 ft,,100-91,,
2:50.0,Offensive rebound by J. Nurkic,,100-91,,
2:48.0,,,100-91,,Personal foul by M. Teodosic (drawn by C. McCollum)
2:42.0,A. Aminu misses 3-pt shot from 23 ft,,100-91,,
2:38.0,,,100-91,,Defensive rebound by D. Gallinari
2:34.0,,,100-91,,Shooting foul by E. Turner (drawn by L. Williams)
2:34.0,,,100-92,1,L. Williams makes free throw 1 of 3
2:34.0,,,100-93,1,L. Williams makes free throw 2 of 3
2:34.0,,,100-94,1,L. Williams makes free throw 3 of 3
2:11.0,C. McCollum misses 3-pt shot from 25 ft,,100-94,,
2:10.0,Offensive rebound by J. Nurkic,,100-94,,
2:09.0,J. Nurkic makes 2-pt shot from 1 ft,2,102-94,,
1:59.0,,,102-94,,Turnover by L. Williams (lost ball; steal by E. Turner)
1:56.0,A. Aminu makes 2-pt shot from 1 ft (assist by D. Lillard),2,104-94,,
1:56.0,,,104-94,,LA Clippers full timeout
1:56.0,,,104-94,,W. Johnson enters the game for T. Wallace
1:44.0,,,104-96,2,D. Gallinari makes 2-pt shot from 2 ft
1:27.0,J. Nurkic misses 2-pt shot from 6 ft,,104-96,,
1:23.0,Offensive rebound by E. Turner,,104-96,,
1:05.0,D. Lillard misses 3-pt shot from 26 ft,,104-96,,
1:03.0,Offensive rebound by J. Nurkic,,104-96,,
1:02.0,J. Nurkic misses 2-pt shot at rim,,104-96,,
1:02.0,,,104-96,,Defensive rebound by D. Jordan
0:59.0,,,104-96,,Turnover by D. Jordan (bad pass; steal by D. Lillard)
0:39.0,D. Lillard misses 2-pt shot at rim,,104-96,,
0:37.0,,,104-96,,Defensive rebound by W. Johnson
0:32.0,,,104-96,,L. Williams misses 3-pt shot from 27 ft
0:32.0,Defensive rebound by C. McCollum,,104-96,,
0:07.0,Turnover by Team (shot clock),,104-96,,
0:03.0,,,104-96,,W. Johnson misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by J. Nurkic,,104-96,,
